Ligands	Receptors	source	Organism	Ligands_bchi	Receptors_bchi	Ligands_atha_symbol	Ligands_atha_description	Receptors_atha_symbol	Receptors_atha_description
AT4G25820	AT4G29180	STRING	Arabidopsis thaliana	Bch03G057210	Bch03G059790	XTH14	xyloglucan endotransglucosylase/hydrolase 14	RHS16	root hair specific 16
AT4G25820	AT4G40090	STRING	Arabidopsis thaliana	Bch03G057210	Bch01G001010	XTH14	xyloglucan endotransglucosylase/hydrolase 14	AGP3	arabinogalactan protein 3
AT4G25820	AT2G41970	STRING	Arabidopsis thaliana	Bch03G057210	Bch03G023820	XTH14	xyloglucan endotransglucosylase/hydrolase 14	MRI	Protein kinase superfamily protein
AT4G25820	AT4G34580	STRING	Arabidopsis thaliana	Bch03G057210	Bch08G019220	XTH14	xyloglucan endotransglucosylase/hydrolase 14	COW1	Sec14p-like phosphatidylinositol transfer family protein
AT4G25820	AT2G20520	STRING	Arabidopsis thaliana	Bch03G057210	Bch06G049890	XTH14	xyloglucan endotransglucosylase/hydrolase 14	FLA6	FASCICLIN-like arabinogalactan 6
AT4G25980	AT4G16360	STRING	Arabidopsis thaliana	Bch01G017790		None	peroxidase superfamily protein	KINbeta2	SNF1-related protein kinase regulatory subunit beta-2
AT4G26010	AT4G40090	STRING	Arabidopsis thaliana	Bch01G017850	Bch01G001010	PRX44	Peroxidase superfamily protein	AGP3	arabinogalactan protein 3
AT4G26010	AT5G49270	STRING	Arabidopsis thaliana	Bch01G017850	Bch09G004890	PRX44	Peroxidase superfamily protein	SHV2	COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family
AT4G26010	AT4G26080	STRING	Arabidopsis thaliana	Bch01G017850	Bch01G017900	PRX44	Peroxidase superfamily protein	ABI1	Protein phosphatase 2C family protein
AT4G26010	AT1G64060	STRING	Arabidopsis thaliana	Bch01G017850	Bch09G016050	PRX44	Peroxidase superfamily protein	RBOH F	respiratory burst oxidase protein F
AT4G26140	AT1G54280	STRING	Arabidopsis thaliana	Bch01G017980	Bch05G018180	None	beta-galactosidase 12	ALA6	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
AT4G26790	AT1G32050	STRING	Arabidopsis thaliana	Bch01G018650	Bch08G011770	GGL23	GDSL-like Lipase/Acylhydrolase superfamily protein	SCAMP5	SCAMP family protein
AT4G26790	AT1G03550	STRING	Arabidopsis thaliana	Bch01G018650	Bch10G003070	GGL23	GDSL-like Lipase/Acylhydrolase superfamily protein	SCAMP4	Secretory carrier membrane protein (SCAMP) family protein
AT4G28780	AT4G35580	STRING	Arabidopsis thaliana	Bch01G009320	Bch05G027570	None	GDSL-like Lipase/Acylhydrolase superfamily protein	NTL9	NAC transcription factor-like 9
AT4G28850	AT4G34580	STRING	Arabidopsis thaliana	Bch01G009240	Bch08G019220	XTH26	xyloglucan endotransglucosylase/hydrolase 26	COW1	Sec14p-like phosphatidylinositol transfer family protein
AT4G28850	AT2G20520	STRING	Arabidopsis thaliana	Bch01G009240	Bch06G049890	XTH26	xyloglucan endotransglucosylase/hydrolase 26	FLA6	FASCICLIN-like arabinogalactan 6
AT4G29460	AT3G54950	STRING	Arabidopsis thaliana	Bch08G022320	Bch09G052760	PLA2-GAMMA	Phospholipase A2 family protein	pPLAIIIbeta	patatin-like protein 6
AT4G30610	AT5G10770	STRING	Arabidopsis thaliana	Bch03G061090	Bch10G030360	BRS1	alpha/beta-Hydrolases superfamily protein	None	Eukaryotic aspartyl protease family protein
AT4G30610	AT4G39400	STRING	Arabidopsis thaliana	Bch03G061090	Bch06G051080	BRS1	alpha/beta-Hydrolases superfamily protein	BRI1	Leucine-rich receptor-like protein kinase family protein
AT4G33220	AT3G54920	STRING	Arabidopsis thaliana	Bch08G020150	Bch07G024440	PME44	pectin methylesterase 44	PMR6	Pectin lyase-like superfamily protein
AT4G33420	AT4G27270	STRING	Arabidopsis thaliana	Bch03G063150	Bch03G014800	None	Peroxidase superfamily protein	None	Quinone reductase family protein
AT4G37720	AT2G02220	STRING	Arabidopsis thaliana	Bch03G067190	Bch06G046220	PSK6	phytosulfokine 6 precursor	PSKR1	phytosulfokin receptor 1
AT4G37810	AT5G62230	STRING	Arabidopsis thaliana	Bch08G025550	Bch06G030520	EPFL2	EPIDERMAL PATTERNING FACTOR-like protein	ERL1	ERECTA-like 1
AT4G37810	AT5G07180	STRING	Arabidopsis thaliana	Bch08G025550	Bch10G032660	EPFL2	EPIDERMAL PATTERNING FACTOR-like protein	ERL2	ERECTA-like 2
AT4G38700	AT4G38580	STRING	Arabidopsis thaliana	Bch01G000060	Bch06G051550	DIR15	Disease resistance-responsive (dirigent-like protein) family protein	FP6	farnesylated protein 6
AT4G38700	AT2G21120	STRING	Arabidopsis thaliana	Bch01G000060	Bch09G063280	DIR15	Disease resistance-responsive (dirigent-like protein) family protein	AVI2	magnesium transporter, putative (DUF803)
AT4G39010	AT3G16490	STRING	Arabidopsis thaliana	Bch01G000170	Bch01G041640	GH9B18	glycosyl hydrolase 9B18	IQD26	IQ-domain 26
AT4G39640	AT5G22300	STRING	Arabidopsis thaliana	Bch01G000550	Bch02G010690	GGT1	gamma-glutamyl transpeptidase 1	NIT4	nitrilase 4
AT4G39640	AT3G63080	STRING	Arabidopsis thaliana	Bch01G000550	Bch07G028180	GGT1	gamma-glutamyl transpeptidase 1	GPX5	glutathione peroxidase 5
AT4G39650	AT5G22300	STRING	Arabidopsis thaliana	Bch06G050850	Bch02G010690	GGT2	gamma-glutamyl transpeptidase 2	NIT4	nitrilase 4
AT4G39650	AT3G63080	STRING	Arabidopsis thaliana	Bch06G050850	Bch07G028180	GGT2	gamma-glutamyl transpeptidase 2	GPX5	glutathione peroxidase 5
AT5G01190	AT5G15630	STRING	Arabidopsis thaliana	Bch02G000370	Bch02G006640	LAC10	laccase 10	IRX6	COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family
AT5G03260	AT4G35350	STRING	Arabidopsis thaliana	Bch02G000940	Bch01G003270	LAC11	microRNA ath-MIR5631 precursor		xylem cysteine peptidase 1
AT5G03340	AT3G09840	STRING	Arabidopsis thaliana	Bch03G001200	Bch01G047220	AtCDC48C	ATPase, AAA-type, CDC48 protein	CDC48A	cell division cycle 48
AT5G03340	AT4G16640	STRING	Arabidopsis thaliana	Bch03G001200	Bch03G050890	AtCDC48C	ATPase, AAA-type, CDC48 protein	AT1-MMP	Matrixin family protein
AT5G03340	AT1G24140	STRING	Arabidopsis thaliana	Bch03G001200	Bch09G045310	AtCDC48C	ATPase, AAA-type, CDC48 protein	AT3-MMP	Matrixin family protein
AT5G03340	AT3G28860	STRING	Arabidopsis thaliana	Bch03G001200	Bch06G042720	AtCDC48C	ATPase, AAA-type, CDC48 protein	ABCB19	ATP binding cassette subfamily B19
AT5G03340	AT2G45040	STRING	Arabidopsis thaliana	Bch03G001200	Bch05G005230	AtCDC48C	ATPase, AAA-type, CDC48 protein	None	Matrixin family protein
AT5G03340	AT1G65590	STRING	Arabidopsis thaliana	Bch03G001200	Bch07G035220	AtCDC48C	ATPase, AAA-type, CDC48 protein	HEXO3	beta-hexosaminidase 3
AT5G03340	AT1G70170	STRING	Arabidopsis thaliana	Bch03G001200	Bch07G033310	AtCDC48C	ATPase, AAA-type, CDC48 protein	MMP	matrix metalloproteinase
AT5G03340	AT1G59970	STRING	Arabidopsis thaliana	Bch03G001200	Bch09G018970	AtCDC48C	ATPase, AAA-type, CDC48 protein	AT5-MMP	Matrixin family protein
AT5G03340	AT1G55350	STRING	Arabidopsis thaliana	Bch03G001200	Bch06G000460	AtCDC48C	ATPase, AAA-type, CDC48 protein	DEK1	calpain-type cysteine protease family
AT5G03610	AT5G64080	STRING	Arabidopsis thaliana	Bch02G001140	Bch06G032680	GGL25	GDSL-like Lipase/Acylhydrolase superfamily protein	XYP1	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G03810	AT4G28490	STRING	Arabidopsis thaliana	Bch03G001450	Bch01G009600	None	GDSL-like Lipase/Acylhydrolase family protein	HAE	Leucine-rich receptor-like protein kinase family protein
AT5G04200	AT1G20850	STRING	Arabidopsis thaliana	Bch10G035630	Bch08G031930	MC9	metacaspase 9	XCP2	xylem cysteine peptidase 2
AT5G04200	AT4G35350	STRING	Arabidopsis thaliana	Bch10G035630	Bch01G003270	MC9	metacaspase 9		xylem cysteine peptidase 1
AT5G04970	AT3G54920	STRING	Arabidopsis thaliana	Bch03G002030	Bch07G024440	PMEI-PME47	microRNA ath-MIR5643b precursor	PMR6	Pectin lyase-like superfamily protein
AT5G05110	AT4G28280	STRING	Arabidopsis thaliana	Bch03G002130	Bch01G020400	CYS7	Cystatin/monellin family protein	LLG3	LORELEI-LIKE-GPI ANCHORED PROTEIN 3
AT5G05390	AT2G48130	STRING	Arabidopsis thaliana	Bch02G001860	Bch04G037610	LAC12	laccase 12	LTPG15	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G05390	AT1G03103	STRING	Arabidopsis thaliana	Bch02G001860	Bch05G029540	LAC12	laccase 12	LTPG19	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G05390	AT3G22600	STRING	Arabidopsis thaliana	Bch02G001860	Bch05G029540	LAC12	laccase 12	LTPG5	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G05390	AT4G14815	STRING	Arabidopsis thaliana	Bch02G001860	Bch05G029540	LAC12	laccase 12	LTPG26	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G06390	AT2G47900	STRING	Arabidopsis thaliana	Bch10G033680	Bch04G037520	FLA17	FASCICLIN-like arabinogalactan protein 17 precursor	TLP3	tubby like protein 3
AT5G06730	AT4G27270	STRING	Arabidopsis thaliana	Bch10G033370	Bch03G014800	None	Peroxidase superfamily protein	None	Quinone reductase family protein
AT5G06920	AT5G60490	STRING	Arabidopsis thaliana	Bch03G003010	Bch03G011350	FLA21	FASCICLIN-like arabinogalactan protein 21 precursor	FLA12	FASCICLIN-like arabinogalactan-protein 12
AT5G06920	AT4G31370	STRING	Arabidopsis thaliana	Bch03G003010	Bch08G021230	FLA21	FASCICLIN-like arabinogalactan protein 21 precursor	FLA5	FASCICLIN-like arabinogalactan protein 5 precursor
AT5G06920	AT1G03870	STRING	Arabidopsis thaliana	Bch03G003010	Bch10G003380	FLA21	FASCICLIN-like arabinogalactan protein 21 precursor	FLA9	FASCICLIN-like arabinoogalactan 9
AT5G06920	AT3G46550	STRING	Arabidopsis thaliana	Bch03G003010	Bch06G023830	FLA21	FASCICLIN-like arabinogalactan protein 21 precursor	SOS5	Fasciclin-like arabinogalactan family protein
AT5G06920	AT2G24450	STRING	Arabidopsis thaliana	Bch03G003010	Bch09G061050	FLA21	FASCICLIN-like arabinogalactan protein 21 precursor	FLA3	FASCICLIN-like arabinogalactan protein 3 precursor
AT5G06920	AT4G12730	STRING	Arabidopsis thaliana	Bch03G003010	Bch01G026370	FLA21	FASCICLIN-like arabinogalactan protein 21 precursor	FLA2	FASCICLIN-like arabinogalactan 2
AT5G06920	AT3G12660	STRING	Arabidopsis thaliana	Bch03G003010	Bch05G040770	FLA21	FASCICLIN-like arabinogalactan protein 21 precursor	FLA14	FASCICLIN-like arabinogalactan protein 14 precursor
AT5G06920	AT5G03170	STRING	Arabidopsis thaliana	Bch03G003010	Bch02G000870	FLA21	FASCICLIN-like arabinogalactan protein 21 precursor	FLA11	FASCICLIN-like arabinogalactan-protein 11
AT5G07190	AT1G32090	STRING	Arabidopsis thaliana	Bch10G032670	Bch05G028550	ATS3	embryo-specific protein 3	OSCA1.8	early-responsive to dehydration stress protein (ERD4)
AT5G07230	AT3G13220	STRING	Arabidopsis thaliana	Bch10G032730	Bch01G045300	A9	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	ABCG26	ABC-2 type transporter family protein
AT5G07230	AT3G23870	STRING	Arabidopsis thaliana	Bch10G032730	Bch04G009670	A9	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	ENOR3L2	magnesium transporter NIPA (DUF803)
AT5G07230	AT5G40260	STRING	Arabidopsis thaliana	Bch10G032730	Bch04G015440	A9	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	SWEET8	Nodulin MtN3 family protein
AT5G07410	AT3G07160	STRING	Arabidopsis thaliana	Bch10G032930	Bch03G035690	PME48	Pectin lyase-like superfamily protein	None	glucan synthase-like 10
AT5G07830	AT1G24140	STRING	Arabidopsis thaliana	Bch10G032390	Bch09G045310	GUS2	glucuronidase 2	AT3-MMP	Matrixin family protein
AT5G07830	AT2G45040	STRING	Arabidopsis thaliana	Bch10G032390	Bch05G005230	GUS2	glucuronidase 2	None	Matrixin family protein
AT5G07830	AT1G59970	STRING	Arabidopsis thaliana	Bch10G032390	Bch09G018970	GUS2	glucuronidase 2	AT5-MMP	Matrixin family protein
AT5G07830	AT1G70170	STRING	Arabidopsis thaliana	Bch10G032390	Bch07G033310	GUS2	glucuronidase 2	MMP	matrix metalloproteinase
AT5G07830	AT4G16640	STRING	Arabidopsis thaliana	Bch10G032390	Bch03G050890	GUS2	glucuronidase 2	AT1-MMP	Matrixin family protein
AT5G08370	AT3G09840	STRING	Arabidopsis thaliana	Bch03G003710	Bch01G047220	AGAL2	alpha-galactosidase 2	CDC48A	cell division cycle 48
AT5G08370	AT1G65590	STRING	Arabidopsis thaliana	Bch03G003710	Bch07G035220	AGAL2	alpha-galactosidase 2	HEXO3	beta-hexosaminidase 3
AT5G08370	AT1G05590	STRING	Arabidopsis thaliana	Bch03G003710	Bch09G072490	AGAL2	alpha-galactosidase 2	HEXO2	beta-hexosaminidase 2
AT5G08380	AT3G09840	STRING	Arabidopsis thaliana	Bch03G003720	Bch01G047220	AGAL1	alpha-galactosidase 1	CDC48A	cell division cycle 48
AT5G08380	AT1G65590	STRING	Arabidopsis thaliana	Bch03G003720	Bch07G035220	AGAL1	alpha-galactosidase 1	HEXO3	beta-hexosaminidase 3
AT5G08380	AT1G05590	STRING	Arabidopsis thaliana	Bch03G003720	Bch09G072490	AGAL1	alpha-galactosidase 1	HEXO2	beta-hexosaminidase 2
AT5G08380	AT4G25830	STRING	Arabidopsis thaliana	Bch03G003720	Bch01G017630	AGAL1	alpha-galactosidase 1	CASPL2C1	Uncharacterized protein family (UPF0497)
AT5G09520	AT2G48130	STRING	Arabidopsis thaliana	Bch03G004130	Bch04G037610	PELPK2	hydroxyproline-rich glycoprotein family protein	LTPG15	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G09520	AT1G03103	STRING	Arabidopsis thaliana	Bch03G004130	Bch05G029540	PELPK2	hydroxyproline-rich glycoprotein family protein	LTPG19	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G09520	AT3G22600	STRING	Arabidopsis thaliana	Bch03G004130	Bch05G029540	PELPK2	hydroxyproline-rich glycoprotein family protein	LTPG5	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G09520	AT4G14815	STRING	Arabidopsis thaliana	Bch03G004130	Bch05G029540	PELPK2	hydroxyproline-rich glycoprotein family protein	LTPG26	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G09520	AT5G13900	STRING	Arabidopsis thaliana	Bch03G004130	Bch10G028150	PELPK2	hydroxyproline-rich glycoprotein family protein	LTPG30	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G09520	AT2G48140	STRING	Arabidopsis thaliana	Bch03G004130	Bch10G005240	PELPK2	hydroxyproline-rich glycoprotein family protein	EDA4	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G09530	AT2G48130	STRING	Arabidopsis thaliana	Bch02G003360	Bch04G037610	PELPK1	Ile	LTPG15	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G09530	AT1G03103	STRING	Arabidopsis thaliana	Bch02G003360	Bch05G029540	PELPK1	Ile	LTPG19	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G09530	AT3G22600	STRING	Arabidopsis thaliana	Bch02G003360	Bch05G029540	PELPK1	Ile	LTPG5	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G09530	AT4G14815	STRING	Arabidopsis thaliana	Bch02G003360	Bch05G029540	PELPK1	Ile	LTPG26	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G09530	AT2G04780	STRING	Arabidopsis thaliana	Bch02G003360	Bch03G045220	PELPK1	Ile	FLA7	FASCICLIN-like arabinoogalactan 7
AT5G09530	AT4G09030	STRING	Arabidopsis thaliana	Bch02G003360	Bch09G030800	PELPK1	Ile	AGP10	arabinogalactan protein 10
AT5G09530	AT3G22620	STRING	Arabidopsis thaliana	Bch02G003360	Bch05G029520	PELPK1	Ile	LTPG20	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G09640	AT1G44120	STRING	Arabidopsis thaliana	Bch02G003420	Bch05G023370	SCPL19	serine carboxypeptidase-like 19	None	CELLULOSE SYNTHASE INTERACTIVE 2
AT5G09640	AT1G77460	STRING	Arabidopsis thaliana	Bch02G003420	Bch07G030040	SCPL19	serine carboxypeptidase-like 19	CSI3	CELLULOSE SYNTHASE INTERACTIVE 3
AT5G10130	AT5G10150	STRING	Arabidopsis thaliana	Bch02G003700	Bch02G003720	None	Pollen Ole e 1 allergen and extensin family protein	SOK2	UPSTREAM OF FLC protein (DUF966)
AT5G10560	AT5G09870	STRING	Arabidopsis thaliana	Bch10G030530	Bch03G004250	BXL6	Glycosyl hydrolase family protein	CESA5	cellulose synthase 5
AT5G10760	AT5G10380	STRING	Arabidopsis thaliana	Bch10G030360	Bch10G030750	AED1	Eukaryotic aspartyl protease family protein	RING1	RING/U-box superfamily protein
AT5G10760	AT1G21250	STRING	Arabidopsis thaliana	Bch10G030360	Bch08G031720	AED1	Eukaryotic aspartyl protease family protein	WAK1	cell wall-associated kinase
AT5G10760	AT5G54610	STRING	Arabidopsis thaliana	Bch10G030360	Bch03G014710	AED1	Eukaryotic aspartyl protease family protein	ANK	ankyrin
AT5G10760	AT1G35710	STRING	Arabidopsis thaliana	Bch10G030360	Bch05G026090	AED1	Eukaryotic aspartyl protease family protein	None	kinase family with leucine-rich repeat domain-containing protein
AT5G10760	AT4G04490	STRING	Arabidopsis thaliana	Bch10G030360	Bch09G027260	AED1	Eukaryotic aspartyl protease family protein	CRK36	cysteine-rich RLK (RECEPTOR-like protein kinase) 36
AT5G10760	AT4G11890	STRING	Arabidopsis thaliana	Bch10G030360	Bch03G029830	AED1	Eukaryotic aspartyl protease family protein	ARCK1	Protein kinase superfamily protein
AT5G10760	AT4G23140	STRING	Arabidopsis thaliana	Bch10G030360	Bch03G055110	AED1	Eukaryotic aspartyl protease family protein		
AT5G10760	AT2G32680	STRING	Arabidopsis thaliana	Bch10G030360	Bch04G022100	AED1	Eukaryotic aspartyl protease family protein	RLP23	receptor like protein 23
AT5G11920	AT5G58090	STRING	Arabidopsis thaliana	Bch10G029510	Bch10G018520	cwINV6	6-%261-fructan exohydrolase	None	O-Glycosyl hydrolases family 17 protein
AT5G11920	AT4G31140	STRING	Arabidopsis thaliana	Bch10G029510	Bch01G007070	cwINV6	6-%261-fructan exohydrolase	None	O-Glycosyl hydrolases family 17 protein
AT5G11920	AT1G66250	STRING	Arabidopsis thaliana	Bch10G029510	Bch02G019130	cwINV6	6-%261-fructan exohydrolase	None	O-Glycosyl hydrolases family 17 protein
AT5G11920	AT1G11820	STRING	Arabidopsis thaliana	Bch10G029510	Bch08G036000	cwINV6	6-%261-fructan exohydrolase	PdBG4	O-Glycosyl hydrolases family 17 protein
AT5G11920	AT2G01630	STRING	Arabidopsis thaliana	Bch10G029510	Bch02G040910	cwINV6	6-%261-fructan exohydrolase	None	O-Glycosyl hydrolases family 17 protein
AT5G11920	AT3G13560	STRING	Arabidopsis thaliana	Bch10G029510	Bch05G039790	cwINV6	6-%261-fructan exohydrolase	None	O-Glycosyl hydrolases family 17 protein
AT5G12370	AT2G31680	STRING	Arabidopsis thaliana	Bch10G029190	Bch05G014130	SEC10	exocyst complex component sec10	RABA5d	RAB GTPase homolog A5D
AT5G12370	AT3G53610	STRING	Arabidopsis thaliana	Bch10G029190	Bch04G006870	SEC10	exocyst complex component sec10	RAB8	RAB GTPase homolog 8
AT5G12370	AT4G35020	STRING	Arabidopsis thaliana	Bch10G029190	Bch01G003570	SEC10	exocyst complex component sec10	RAC3	RAC-like 3
AT5G12370	AT4G19640	STRING	Arabidopsis thaliana	Bch10G029190	Bch01G011770	SEC10	exocyst complex component sec10	ARA7	Ras-related small GTP-binding family protein
AT5G12370	AT3G11820	STRING	Arabidopsis thaliana	Bch10G029190	Bch03G037790	SEC10	exocyst complex component sec10	SYP121	syntaxin of plants 121
AT5G12370	AT2G38120	STRING	Arabidopsis thaliana	Bch10G029190	Bch05G008140	SEC10	exocyst complex component sec10	AUX1	Transmembrane amino acid transporter family protein
AT5G12370	AT3G09900	STRING	Arabidopsis thaliana	Bch10G029190	Bch03G001280	SEC10	exocyst complex component sec10	RABE1e	RAB GTPase homolog E1E
AT5G12370	AT3G54840	STRING	Arabidopsis thaliana	Bch10G029190	Bch09G052560	SEC10	exocyst complex component sec10	ARA6	Ras-related small GTP-binding family protein
AT5G12370	AT5G03520	STRING	Arabidopsis thaliana	Bch10G029190	Bch03G001280	SEC10	exocyst complex component sec10	RAB8C	RAB GTPase homolog 8C
AT5G12370	AT1G16920	STRING	Arabidopsis thaliana	Bch10G029190	Bch06G013790	SEC10	exocyst complex component sec10	RABA1b	RAB GTPase homolog A1B
AT5G12370	AT1G17140	STRING	Arabidopsis thaliana	Bch10G029190	Bch09G065370	SEC10	exocyst complex component sec10	ICR1	interactor of constitutive active rops 1
AT5G12370	AT3G46060	STRING	Arabidopsis thaliana	Bch10G029190	Bch01G027980	SEC10	exocyst complex component sec10	RABE1c	RAB GTPase homolog 8A
AT5G12990	AT3G55950	STRING	Arabidopsis thaliana	Bch02G005090	Bch09G053690	CLE40	CLAVATA3/ESR-RELATED 40	CCR3	CRINKLY4 related 3
AT5G12990	AT1G65380	STRING	Arabidopsis thaliana	Bch02G005090	Bch02G018600	CLE40	CLAVATA3/ESR-RELATED 40	CLV2	Leucine-rich repeat (LRR) family protein
AT5G12990	AT1G75820	STRING	Arabidopsis thaliana	Bch02G005090	Bch07G043650	CLE40	CLAVATA3/ESR-RELATED 40	CLV1	Leucine-rich receptor-like protein kinase family protein
AT5G12990	AT5G61480	STRING	Arabidopsis thaliana	Bch02G005090	Bch03G048040	CLE40	CLAVATA3/ESR-RELATED 40	PXY	Leucine-rich repeat protein kinase family protein
AT5G12990	AT3G59420	STRING	Arabidopsis thaliana	Bch02G005090	Bch09G056500	CLE40	CLAVATA3/ESR-RELATED 40	CR4	crinkly4
AT5G12990	AT3G02130	STRING	Arabidopsis thaliana	Bch02G005090	Bch01G051490	CLE40	CLAVATA3/ESR-RELATED 40	RPK2	receptor-like protein kinase 2
AT5G12990	AT5G13290	STRING	Arabidopsis thaliana	Bch02G005090	Bch03G006120	CLE40	CLAVATA3/ESR-RELATED 40	CRN	Protein kinase superfamily protein
